Coment,Status
ranil kollo ghla yako 😂 😂,Offensive 
kudu sallinisa kamak naha,Offensive 
mu syko karayek ekenma nodakin perethaya,Offensive 
aaaasa athine heluwen natanna  🤣 🤣 🤣,Offensive 
munta thami harak kiyanna,Offensive 
owa galawala polin daganiyaw,Offensive 
munge ammala munwa wadala thiyenne wasikiliye,Offensive 
daruwan idiriye karana asammatha anaga ragum,Neutral 
iraj dedunna pennuwe nne  🙄,Neutral 
meekiga tandeka hodai abawelata kiri danna,Offensive 
lankawatath lajja karana kaalakanni karumeta ipadila,Offensive 
lankawe ma bombe kunu pada haliya,Offensive 
gon uttioyo form karawaa ponna hatta,Hate
jara genu genuntath lejja,Offensive 
mara duuwaru set eka 👻 👻 👻 👻 👻,Neutral 
the most disgusting video ever yuk,Neutral 
huttiyoo wesiyo ponnayoo inna video ekak,Hate
eiya me geninanm shikkk  🤮,Offensive 
aththtma lassana song akk,Neutral 
maumslin hatta danna atulata,Hate
kana palanna one thambi vesa balalonge,Hate
sadaranayata thank nathi ratak,Neutral 
jiwithe hadaganna ahannama oni niyamai sir,Neutral 
 😂 😂 maru kathawa hoda kathawak,Neutral 
muwa maranna one ballawa,Offensive 
ganu kattiya gananm dukai,Neutral 
me sihinige gedara neda,Neutral 
shaaa lassanai godak suneerage voice eka,Neutral 
athapaththuwa gema gahai wage,Neutral 
ayuda pennanna ekkan yanna barida polisiyata,Neutral 
mun boruwak whath kiyanna danner na,Neutral 
ekamanin aeka neetiyata genawa,Neutral 
owu mey panduwa pannamu,Offensive 
arawa kanno echchari danne policeya gena,Neutral 
huththa lokuda danne neeee,Hate
meeka pada show ekak,Offensive 
metharam hodata avith awasaane sarame giyanew,Offensive 
koheda ganak rata kanaene,Neutral 
yaha palaneta jaya wewa,Neutral 
eka wenawamai karaththa rodaya karakennase ivasanna,Neutral 
agaya karanna oni deyak,Neutral 
mun okkom badu boruwata baila gahanawa,Hate
etakota galle ekageda weredda,Neutral 
ara ahinsaka amma paw 😔,Neutral 
wena wada nathda yako ,Neutral 
handfree one katiya me pattheta varen  😜 😂 😂 ,Neutral 
was she thst popular and specialised ,Neutral 
ubath ekai ashenuth ekai ,Neutral 
ishi akkalage grup ekata math gannakoo ,Neutral 
panala denawa araka apoo ,Offensive 
wdakata athi deyak karapn gon hutta ,Hate
hesthitha ponnaya danne gon huttawal quick karanna thamai ,Hate
tiktok ponnayo set ekk  😂 ,Hate
nikamata kalin video song ekak balanawakooo iraj,Neutral 
piumi hansamalige kathawa kiyala hithenne mata witharada,Neutral 
anounse karana wed a balla meriya tho,Offensive 
munam awajatakayekda koheda me wage vidiyo karanne,Offensive 
nodakin vitharak wesi apita nam lajjai halllo  🤭 😠 😠 🤭,Hate
filtige ammawa tiyala video karapan kari ponnayo,Hate
weni dislike eka magen oyata labuna bro,Neutral 
attenma sir mulu hadawathinma thankyou jiwithe kiyakadunnata,Neutral 
mahindata giyasereth kelawune mahindage golayo nisaa thamayy,Offensive 
itn ekath aragena methumata kare balawath asadaranayak,Neutral 
oyala redi sodanakota mata babalage suwada danuna 💞 🌹 💞 ,Neutral 
munta denna ona hakka paninna  👉 👉,Neutral 
wadakna me anduwatath konda panana,Neutral 
 😭 😭 😭 😭 😭 😭 ahinsaka kello nethi kamata karanna,Neutral 
apoi aparade meawa balu wada,Neutral 
imo ganna diwa dala hukanawa,Hate
harendra thoth gon harakek ponnaya,Hate
corona enne nathuwa thiyei ya,Neutral 
coment hodai ada vedio eke,Neutral 
nodakin maa haththa athulu chandimal,Neutral 
godak palal athi hukaaapan pakoo,Hate
mek ain krl qw nedoooo,Offensive 
kwdda bn meki modeline kr  🤣 🤣,Neutral 
moda genu monamagulatada allanakan inne,Offensive 
okage paiya bageta kpanda oni,Hate
hena gahana aparada deiyane mewa  😠 😠,Neutral 
oba wahanseta niwan suwa labewa,Neutral 
oba wahanseta niwan suwa lebewa,Neutral 
akke aewa loku unge weradi,Neutral 
balu huttita hana hatama gahapiya,Offensive 
tope anduwa tiyana an hodai,Offensive 
me genige jathae kalwam ekak,Offensive 
sira kathawa ban eka nam,Neutral 
ape eka mewa dakinneth paththaren,Neutral 
monava unath ela kollo dennek,Neutral 
police ballange awa ragapanna epaaa,Neutral 
ape crecket team godadagatta kohomada,Neutral 
meyalagema kattiya dala gema gahanne,Neutral 
badu poom karanna epa lollo  🖕 ,Offensive 
oya kellage nemei video eka ,Neutral 
ounta wenama apayak tiyanawa ayya ,Neutral 
voice eka nn galapenoo wagee ,Neutral 
report ekak gahuwa tharaha nane ,Neutral 
 haraya kiyala mean kale mokadda 🤔 🤔 🙄 ,Neutral 
mokadda bng me puk tok 🤣 🤣 🤣 ,Offensive 
mun gon badu pom karnawa ,Offensive 
mechchra lesiyen nidana hoygnna puluwnnm monwa karanna berida,Neutral 
me huththi deal karanne vishwa perera gon baduwa,Hate
report karamu yaluwane me wage video tiyena channal,Neutral 
epic love it bro unexpected music heart touching,Neutral 
president wenna puluwan bauddayekuta witharai me yaka croatian,Neutral 
ponnaya thoge sindu aye ahanna pako,Hate
song aka maru  🥰 🎸 video aka aul 😂 😂,Neutral 
video eka nattn me sinduwa patta,Neutral 
monawa unath manage rap kellanam patta,Neutral 
miramax colada macho hama enema hkzz,Neutral 
nodakin kalakanniya toth mariyan para balla,Hate
kudu gahala video danna epa ponnayo,Hate
meki hodayi holman film ehekata bn  😂 😂,Neutral 
matath asai umandaw pansal balanna yanna,Neutral 
pissu muta baudda kama vinasa karanawa,Neutral 
thoge amma patta daduwak shuwar akatama,Hate
mekita polimak danna tibba nm maru,Offensive 
bomba thamai ubala lankawa winasa karana,Neutral 
banina euntath hambunoth epa kiyai :,Neutral 
fun ganna bari kuhakayo irisiya karanawa,Neutral 
ath widala thiyanawa sir ekanam aeththa,Neutral 
daraganna amaruii sir adarayak nethi unahama,Neutral 
mu niyameta ara ganige topiya athaganawa,Offensive 
samhara vita nemei kohomath sambanda nha,Neutral 
giridevi eka welawata over react karanawa,Neutral 
kelelol aeyo ounta marana dhaduwama denna,Neutral 
ballek meruni thawa ewun eliye etha,Offensive 
himeyane oba vahanseta nevan suwayama veva,Neutral 
etakota bomba valata ahu una minissu,Neutral 
hora gediya danagenath kiuwe naha ne,Neutral 
ape harak samjeta eka honda adrshyak,Neutral 
ape rilawu tika okatath wade deyi,Neutral 
meka sira ada news walatat pennuwa,Neutral 
kalekin policiye niyama vadak hoda padamak,Neutral 
mechara dawasak me aiya koheda hitiye,Neutral 
thawa mdified krpm ayye ela ela,Neutral 
kohamada huttho meka pare dagena yanne,Hate
nodakin lankawe inna hodama wesiyo taka,Hate
supiri oya maruvata sindu kiyanavaa supiri,Neutral 
monoda bn me inglish ane huke,Offensive 
epa bn boru kiyawanna metana ekai ,Neutral 
muta one hukana ewamai gon ponnyek ,Hate
gon pakek heshitha kiyanne wesige puthek ,Hate
meya gena hithan inna kollo kauda 😂 ,Neutral 
mata physics therenawa meke lyrics walata wada,Neutral 
yako niruwatha pennannathuw rap karanna barida ubalata,Neutral 
sindhuwa hodai eth video ekanam walak ban,Neutral 
weradi adarshayak yanwa ne podi unta meken,Neutral 
niyamai sadeep amp; manankalpitha wade niyamai bn,Neutral 
munta sub karana ewun awagathaka wesige puthalala,Hate
son kiyanawa club aka paththata giya kiyala,Neutral 
den munta ayuda pennana kale hari wage,Neutral 
maya ambapaliyak lesa api hithamu moda minidsu,Offensive 
patta machan ube weda  👍ekenma jaya wewa,Neutral 
piyoumi nangi oyata suba pathum theruwan saranai,Neutral 
me salli raye duk widina minissunta bedapalla,Neutral 
harendra uncle oyata matgakada oyage mul guruwaraya,Neutral 
mun serama pissu balu beheth bilada koheda,Neutral 
kaurut bainda epa janmen awa wesakam thamai,Hate
oba wahanse pawasanne sathya dharmayai theruwan saranai,Neutral 
april corona beeshane asse aurudu dwseth baluwa 😂,Neutral 
wesa balla thopinam jiwath wela wdjuth nw,Hate
puuja monawa kalath anthimata hire yanna oona,Neutral 
korona vairasaya lowen turan wenne kawadada manda,Neutral 
ape polisiya atule tmai wadiyenma horu inne,Neutral 
nadukarayage mulu engema gedidapn okage paaulama hedigeviyan,Offensive 
oka light bala bala cheeneta naya gewamu,Neutral 
hoda wagayma wanasana ewungayn bayraganna watina badu,Hate
europe wala inna suddiyo best munta wada,Neutral 
thopila hedigewila yanna one kalakanni hamba heththa,Offensive 
ape gonnu nimadu dagena match balanawa hehehehe,Neutral 
melo rahak naapita adala nane anunge reddawal,Neutral 
eda wagema adath kollo shihan ekka irisiyai,Neutral 
tik tok athal balnna mawa subscribe karnna,Neutral 
paw bn heshitha hoda karanna gihin kelawagnnawa ,Offensive 
hrima lsni akki oylta budusaranai prismn inna  😘 😘 ,Neutral 
pita kotuwe badu innawa meeta wada janappriyai ,Offensive 
nishiwa kopy karala tik kot karanne kaudaaaa  😂 ,Neutral 
soya kiyana eki penna bari mata vitharada ,Neutral 
heshitha mokdd bn ponnyo genlla athal denne  😂 ,Offensive 
song eka patta lassanai video eknm maha jarawak,Neutral 
manage rap eka patta,Neutral 
ahemath gahanna apa mada,Neutral 
ane fata nikam prasna atinne natuwa visdumak hoyanna,Neutral 
anduwa kada yanna antawadinta,Neutral 
ane aiye mokakda me  🤣 🤣 🤣 🤣,Neutral 
korean seen eka mokakda,Neutral 
ranjatq thiyanna gaanu ekka kunuharapa kiyna manasika ledak,Neutral 
ma erj ubava maranava,Offensive 
budu dahama kana hatta,Offensive 
nodakin vetharak apa parana niliyantath mun agaurawa karanawa,Offensive 
karima watti amma ne,Offensive 
piumi kocchara udapennat renakotagadayi ban ewae amayi hemoma,Offensive 
enna pundeh da ithuuuu,Neutral 
saif ali live video,Neutral 
burana ballo hapanne oyagay vaday hariyata karanna madam  👍 👍,Neutral 
anuhasa mun dnnaw natawanaw  😋 😋 😋,Neutral 
sir abbahiweem nawattaganne kohomada kiyala video ekak karannako,Neutral 
api sinhala bawuddayan hetiyata hisa nama achara karami,Neutral 
mahaththayo oba awit muslim hathtga karata ganna epa,Offensive 
sinhalayata ona sinhala thambi parada krnna ek wemu,Neutral 
ehema thamai wenna one,Neutral 
aniwaren police niladarin ha mahajanathwa athara sambandaya wadiwenawa,Neutral 
mechchra uddayak wedditb ak polis ralahami wetharada hiteye,Neutral 
podiun isaraha thiyagena niyama vihilutikak karanne maru ane,Neutral 
niyama kathawa lawan aiya niyamata acting karanawa superb,Neutral 
aiyooo ratakat giya kala,Neutral 
muu t pissud khd ,Neutral 
adahana karanne eka hodai ,Neutral 
 🤣 🤣 🤣 🤣 🤣kondak nathi gotabaya musslim u ge guu kapan ,Offensive 
anunge jeewitha katha music videos karala jiwath wennepa mcn,Neutral 
subscribe parak dagena yanna math subscribe kara oyawa pz ,Neutral 
daare dakapu aya like karanna 🤐 🤐 🤣 🤣,Offensive 
kaud me kella ammoh pusa,Offensive 
podi eun iwarai mun inda,Neutral 
maruna kenata apahasa karanna epa,Neutral 
shook anee elama thama ahnawa  💗  🌹,Neutral 
mewa balanakota mool wenawa oi  😂 😍 😉,Offensive 
meka thamath ahanawa  🙁 🙁 👍 👍 🙏 theruma patta,Neutral 
we fail this time too,Neutral 
aanae hukae hilakata giya kala,Hate
monawada ban me yaka kiyawanne,Offensive 
gihanige no eka gnna barida,Offensive 
ouva hadapuva kari kudu karayo,Hate
 😂 😂 😂 😂 😂 😂 😆 😆 😆 😆aparade ape agamata wena de,Neutral 
rahath veema me tharam lesida,Neutral 
asi piya helannawath hithen ne,Neutral 
majana thawa hamadama modayata andanawane,Neutral 
niwanatama hethuwasana wewa theruwan saranai 🙏 🙏 🙏,Neutral 
muta kahina ewunuth innawa wage,Neutral 
patta wesi decent wenna hadanawa  😤 ,Hate
comments dakkama manasa vikurthiuna pudgalayan samajaye boho sitina bawa pene ,Neutral 
oyaa harima pin patai akki  😘 😘 😘 😘 ,Neutral 
mu maha kari huttige puthek ,Hate
chamusri thava ma vaga ava ona,Neutral 
hutto mama nam mekige bokat kanava,Offensive 
mudal thanhawata thattu ganan hadagena mineemaruwa,Offensive 
hammbyo lagdima hoda kamk kanna dagalanne 👍 🏼,Neutral 
demallu tika tika rata aakramanaya karanawa,Offensive 
lankawe ganika wurthiya nathi kala yuthui,Neutral 
nodokin thoge hutta hodana gon pakayo,Hate
ohoma katha karala ragapanna yanna epa,Neutral 
meka nam edit karapu ekak wage 🤔,Neutral 
pin mewa dakinnath pin karanna one,Neutral 
joker la wage me ganu serama,Offensive 
thuh withrak lajjawak nethi jara gaani,Offensive 
aulak na wenakn me nadagam tiyewi,Neutral 
bombe nmi kombayak gon baduwak ma,Hate
okkotama kalin me ponnayata gahanna ona,Hate
iraj ithin hambakaran kanne mewagen thamai  🤣,Neutral 
serama wesa genu tika aran tynne,Hate
meakata ubea ammawath dammanam wadath hodai,Offensive 
corona walin maranna arinna thibuna munwa,Offensive 
me malinthagei saheligei magula epa wenawa  😠 😠,Neutral 
lihini gana dukat hithenawa anee pw,Neutral 
oya geriwesaballawa anwaryen ellala maranna oni,Hate
okawa ewele ma allala maranda tibbe,Offensive 
hiru tv kiyanneth kudu thamai ithin 😂 😂,Offensive 
sadu sadu mamath me pina anumodanwemi,Neutral 
tho sathutu unaawagema duk wendath wenawa,Offensive 
sathutu nam puka deepan wesa baduwa,Hate
oshadhi adui hama gahapu issek wage,Offensive 
ltte thibba ayudha gaththeth mun thama,Neutral 
board eke inne kuhaka horahaththa putha,Offensive 
aniwarenma oic sirage ekek dannawane wenade,Neutral 
oya dannata suba patum jaya vava,Neutral 
thabili watenakota ahulan bonawa eka patta,Neutral 
tiyena kuhaka kama latha mokada me,Neutral 
yko meki kiyanawane mikige voice kiyalaaaa ,Neutral 
badu uda tiyenne muta hoda wade  😂 😂 😂 😂 ,Offensive 
api nam meya kawudawath danne naha ,Neutral 
oya nam niyama prashna ahanne chorawenawa ,Neutral 
ranidulage song baladdi muge kate renna nane  💩 💩,Offensive 
dan lankawe mewage ewatath sindu kiyalada kiyanne,Neutral 
kegahanna thibbane yakooo thopilage kata thibune nedda,Offensive 
anee deviyanee siyalu lokawasin araksha kara denna,Neutral 
hiru dammata renoge gaanith baduwak ne ithin  😂 😂 😂,Hate
me manussaya karapu pin weda mukuth thiyenawada,Neutral 
inna ganu tika heluwen giya nam narakada  🙄,Offensive 
i phon ekakta kimba pennana lankawe gaanu,Hate
kari wesi beela gon baduwak giya udak,Hate
ape amathithuma party ekakata giyama hasirenne mehemada,Neutral 
hasina oya kelinma porn film karanam hoda,Offensive 
kuweni oya uda inneman hoya gaththa bn,Neutral 
aththatama mt gdk watina deshanayak una sir,Neutral 
police love karanava uta ape chelaw vala,Offensive 
me ganu mechara modada appa nodakin nakiya,Offensive 
sinhala genu wada karanna thamai mehema karanne,Neutral 
me vge minssu ula thiyal marnn ona,Offensive 
lihin kpuwannm hodayii eki dan hariyanne na,Neutral 
sadhu sadhu sadhu theruwansaranai apege swaminwahanse lara,Neutral 
sha niyama wadak kalanm hari ape kattiyatath,Neutral 
suddage athe ruger ball ekak thibbanam maru,Neutral 
apita lajja nehe horu rajawenne ema nisa,Neutral 
katugasthota lain eke dakka bn iyee oka,Neutral 
awula gaththath kamak na fail unoth baninava,Neutral 
nodanna english katharanna gihing redi galaunada manda,Neutral 
pake suwa viruwo  🖕lankawe sakkili ballo inne  😡 😡 😡 😡,Hate
me ponnaya ganiyek wage anunge kunugodawalmay hoyanne ,Hate
ammotama nithiya eakkai kiyyallaa aappu handuwa nodakinn ,Offensive 
oya awanakwma katha karanawa anoma budu saranai ,Neutral 
group ekata set wena widiya kiyannako aiye ,Neutral 
monawada bn me gon athal aiyo salli ,Offensive 
supiri bn ela  ❤ dan ewath ekka oka mokakda,Neutral 
umbala lil kaali dammata billboard naginna baa wesiye,Hate
godaaak kala kirila ape hamuduruwnt sadu sadu saduuu,Neutral 
tenai amayai mardane enna gonbadu wage patta hutthila,Hate
maha janathawa nomaga yawana mewan videos damimen walakinna 😡,Neutral 
kochchra bannath munta wadak ne mokada k views,Offensive 
thank you very much for your lesson sir,Neutral 
mt me sirge phone no eka ganna puluwanda,Neutral 
oyala dannawada me kathawa kageda kiyala asage bappagee,Neutral 
me vage boruwak kiyanna oyata media keeyak dhunnadha,Neutral 
thota henagapiya kadaya thilangayawa hurathal karapan esige putha,Hate
hospital inna ewun tikath wada deela maranda thiyenne,Offensive 
aknali goda maruna aka gana api sathutu wenawa,Offensive 
e karpu kathwa nm wedagth m kiuwath oyala,Neutral 
ara police lokkath rugby gahapu ekek mama hithanne,Neutral 
ape rate policiye unge badawal duwagannawath pana naanee,Offensive 
oyaa police karayawa gennala diyankkoo marannaa ponna hetta,Hate
phi ta viruddawa nadu danna ona ahinsaka jevithayak,Neutral 
gotabayatha balayata yatai mussalim akeka nithipathikara okata thamai ,Neutral 
oba buddhimath gahaniyak obey adahasata mama garu karanawa ,Neutral 
akki oyage hospital bag eka heduwa heti daannko ,Neutral 
monawad bn me lyrics 😂 😂gihin balapn danith sri aiyage songs,Neutral 
deshapalanayo kiyanne horun mungawa award ganna kelling minihekta lejjai,Neutral 
oya sadda dakuna vitharai uthuru naganahira gahala elawanawa policeyata,Neutral 
warangana kiyanne facebook sura wira kello page eke admin ,Neutral 
eeya oi bwwakka tatoo kalawath iwarai,Neutral 
mona magulakda me baya karanna epa yako,Neutral 
me ara shalanige seen eka neda,Neutral 
manage rapa nan sira patta,Neutral 
iya appa mokdd me kunuharapa vidio aka  🤑 🤑 🤑,Neutral 
kwda yko meke sinduwe ahnne ekenma ithhin,Neutral 
ape balla wathura bonawa aruta wada lassanata,Neutral 
me sinduwe track ekata aasa mn witharada,Neutral 
kauruth banala naddooo onna api adath baluwooo,Neutral 
ftttma song a aththatama maruu ela iraj ayye,Neutral 
amma kenekge adaraya baldu karanna epa yako,Neutral 
ane aye me thundenama ekata jivath wenna lebeeewaaaa,Neutral 
aththatama hamudawe upe kollo upita uthum wasthuwak,Neutral 
pau kra hatha munta hena ghnwa,Offensive 
pala pala buruwagea kate pittu tebbada kagahanna ammige,Offensive 
okkoma karahaththa ara gedarata danumdenne bari una,Neutral 
bayarla miyana un genna ganna nisa thm okkom,Neutral 
saharan ape ratata bandaranayaka airport eken neda,Neutral 
ounta hanna ona ellala  😡 😡 😡 😡 😡,Offensive 
pake hir panuw ogahalama mariyan kalakanni wesa media ballo,Hate
issalla kiyanavako soma hamuduruvo maruva kavuda kiyala,Neutral 
pala pala thawa nolimit gihin badu ganilla,Offensive 
