Coment,Status
හරි ලොකු වැඩක් කරලා වගේ පෙන්වන්නේ උබලා කන්න දීපන් දැන් මේ කෙල්ලන්ගේ පවුල් වලට,Neutral
ලෝක හොරුන්ගේ මූණවල් වහලා අරන් යනවා පව් බං,Neutral
ගොන් අතල් ගන්න එපා පොලිස් අයියෙ,offensive
දුක් මහන්සි වෙලා තමන්ගේ පතිවත රැකගෙන ගාමන්ට් එකට ගිහිල්ලා ජොබ් එකක් කරගෙන ලස්සන පඩියක් අරගෙන හොඳට ජීවත් වුණා නම් ඔයිට වැඩිය ලස්සනයි ඒත් මේකා යන්නේ කලි යුගය මේ ලෝකෙ දැන් අගාදෙට ඇද වැටීමට කිට්ටුයි,Neutral
දේසපාලකයෝ දැක්කාම කලිසමේ චූ යන ගොබ්බ පොලිස් කාරයන්ගෙ සද්දෙ බලහංකො  😹 🤮,offensive
මුන්ට මේවා නම් හොදට පේනවා,Neutral
කුහුබියෙකුටවත් වැඩක් නැති වැරදිකාර ලදුනේ,Neutral
පලයල්ලකො අර රාජිතල රවීල ගනිල්ලකො අරෙහෙන් බදුරදීන් ඉස්බුල්ලා හකීම් ඔය තව ඉන්නෙ මහඵවුන් දගලපන්කො ඔහොම ඒතැන්වල කීයක්හරි හොයාගන්න ඵවුන්ට පකේ පාට් නොදා,Hate
මේවනම් කැතවැඩ හලෝ කුඩු විකුනල නෙමෙයිනෙ,Neutral
කතා කරන්න ඉගෙන ගනින් ඔක්කොටම කලින් පොලිස් බල්ලො,Hate
මොන රෙද්ද උනත් අන්තිමට කුණු කාණුව හැරෙන්නෙ පොලීසියට,offensive
ඕන ඔට්ටුවක් ඔතන ඉන්න එක පොලිස් කාරයෙක් හරි ඔය කෙල්ලෙක් ට ටෝක් කරනවා නිදහස් කරන්නම් කියලා,Neutral
ගනිකාජාවාරම් අල්ලන වීඩියෝ රිපෝට් කරල අපි ඒකට විරුද්ධ බව ප්‍රකාශ කරමු නගින කොල්ලනේ,Neutral
කොහෙද බන් සුරූපි  ☺️ ඔක්කොම බඩ තඩි අම්මන්ඩිලනේ,offensive
මාධ්‍යයට බොරුවට ෂෝ එක දාලා මේ පොලිස් කාරයෝම හවසට ඕවට රිංගලා සැප ගන්නවා  🤭,Neutral
මෙන්න අලුත්ම එක පාස්කු ප්‍රහාරයේ සිද්දිය ගැන කතා කරපු ලේකම් කොමිසමට කැදවලා,Neutral
ස්පා යනතරමක් යන්නෙ පිරිමි දැන් බැනපල්ල බඩු වේසියො කියල ඔකුන් නැතිනම් තොපි පොඩි ලමයෙක් හරි දූෂණය කරයි ජරා හැත්ත ලන්කවෙ නේ,Hate
සනත්ගේ ලින්ක් එක දාපං කවුරැ හරි මේකට,Neutral
මාධ්‍ය සදාචාරාත්මක වෙන්න ඕනා මීට වඩා,Neutral
මගෙ කලටි ගෙඩිය මගේ  😆 😆,Neutral
චරිතෙ නැති කරගත්තා නේ,Neutral
මේවා බලන අපිට පොල්ලකින් ගහන්නෝනි මලවිකාර,Neutral
මුන් කට ඇරියොත් බොරැමයි කියන්නේසමිතටනම් කොහොමත් ගාය වැඩියි  😪 😪,Neutral
සමිතා ගෙ ලීක් කරගත්ත වීඩියෝ එක,Neutral
රංගනයා චීත්තයක් නෙවෙයි චීත්ත ගෙනාපු නැවක් ඉදකින්,offensive
අපි දන්න නලුවන්ගෙ නොදන්න නලු තාත්තලා,Neutral
සමිතා බඩුවක් උනේ අද ඊයෙ නෙමේ ඕක දන්න කාලෙ ඉදලම වටේ යනවනෙ කීයක් එක්ක අම්මයි දුවයි නිදාගන්නවද ලැජ්ජවක් නැතිකම රටේ ඉන්න පොඩි කොල්ලන්ගෙ පොලු කන්න ආව මෙතන වේස ගෑනි තූ නොදකින් ඕකි ලැජ්ජ නැතුව තාම ඉන්නවනෙ,Hate
සමිතාගෙන් තරුණ පරපුර බේරා ගනිමු සමිතාට විරුද්ධව පෙළගැසෙමු,Neutral
අතුලට වඩා උගේ දිග ඇති සමිත දැන් මහතයිනෙ,Neutral
කොරෝනා වෛරසය ගැන දැනුවත් වීමට සහ තවත් වැදගත් තොරතුරු සදහා අපගේ සුවජීව චැනලය සබ්ස්ක්‍රයිබ් කරන්න,Neutral
බෙල්ලේ කලු ඉරි තියෙන්නෙ මේ රෝගය නිසා වෙන්න පුලුවන් 😑වෛද්‍ය උපදෙස් මෙන්න,Neutral
ඩොගි ස්ටිටයිල් එකට කැමතිද,Neutral
මෙයාගෙ නම්මර් එක දෙන්න පුලුවන්ද,Neutral
අරු අතින් අල්ලන් පිකප් කරනව අම්මෝ  😁 😁 😂 😂,Neutral
අනේ මන්දා මේ මොනවද  🤮 🤮 🤮 🤮 🤮 🤮,Neutral
බඩු ෆෝම් කරන්න එපා ගොන් හුත්තිගෙ පුතා,Hate
නොදකින් වනචර ගැනී ගැනු අපිට ලැජ්ජයි බැල්ලි,Hate
කොල්ලට නැගලා ඔක්කෝටම කලින් 🤣 🤣 🤣 🤣,Neutral
වේසි අනේ පව් අපාය සුවර්,Hate
කාගේ දරුවෝද අෆ්ෆා මේ,Neutral
මේකිට හුකනවට වඩා හොදයි කඩි ගුලක ඔබා ගන්නව 😂 😂 😂,offensive
ඈයි හුත්තියෙ තොපේ හුත්ත රත්තරන්ද,Hate
මේවගෙ වීඩියෝ කරන උබලත් වැඩ්ඩො කියලද හිතන්නෙ උබලා පොන්න පකෝ,Neutral
තමන් කරන දේ ගැන අැත්ත කියන කෙනෙක්,Hate
සල්ලි දිලා ජන්ගි හොදන්න පිස්සුද හුත්තෝ වෙවැල් දෙක ගහගනින් පුකෙ,Hate
පට්ට වේසි තොගේ අම්මත් එහෙමද,Hate
අර කොල්ලා පණ මදි අෆ්ෆා ප්‍රශ්න අහන්න  😂 😂 😂 සොකඩයක් වගේ  😂 ඌ බයයි අරකිගේ වේවැලට  😂 😂 😂,offensive
තොපි දෙන්න පාරේ ලේන්සුවක් එලාගෙන හිගා කාපියව් සල්ලි ඕනනම් ඒක නම්බුකාරයි තොපිලට වඩා,offensive
ඇග මාකටි කරපු මේ නංගිට  🙏 🙏 🙏,Neutral
පියුමි හංසමාලි තව හොදයි වගේ  😅,Neutral
 😒 මට පොලව පලන් අපායට යන්න හිතුනා හුම්ම්ම් මෙ බැල්ලි අප සමජට පිලිකුල්ක්,offensive
පොන්නයො වෙසියෝ ෆොම් කරනවා බැලුවා ලස්සනයි  😁 😹,offensive
මේ යකා අහන දේවල් කුඩිඩෙක් සහ බඩුවක් 😜 😜 😜 😜 😜,offensive
